src_ip,des_ip,src_port,dest_port,tcp_flag,protocol,tls_version,dns_query_type,http_method,icmp_type_code,as_path,ttl_hop,start_time,end_time,packs_count,bytes_count,label
230.162.89.172,76.22.179.109,31081,35066,FIN,UDP,TLS 1.2,AAAA,PUT,Destination Unreachable,39739 21358,149,2025-04-26 19:40:42.129755,2025-04-26 19:47:19.129755,253,8635,0
92.124.199.217,115.125.247.17,5872,6048,PSH,UDP,TLS 1.2,TXT,HEAD,Destination Unreachable,53302 57262,136,2025-04-26 19:24:46.129755,2025-04-26 19:46:15.129755,385,5298,0
18.198.173.190,70.95.245.209,36455,1328,URG,TCP,TLS 1.3,A,DELETE,Echo Reply,10198 47883,219,2025-04-26 19:22:13.129755,2025-04-26 19:24:41.129755,104,9354,0
209.12.83.175,63.245.73.91,3097,25441,RST,UDP,TLS 1.2,AAAA,PUT,Echo Reply,22979 60273,9,2025-04-26 19:08:35.129755,2025-04-26 19:55:23.129755,980,8090,0
160.92.213.85,193.16.156.204,64638,9990,PSH,TCP,TLS 1.0,TXT,GET,Echo Request,22378 55249,127,2025-04-26 18:58:56.129755,2025-04-26 19:10:56.144905,681,2893,0
255.159.45.119,41.183.116.189,60097,42814,FIN,TCP,TLS 1.3,TXT,PUT,Destination Unreachable,56941 56700,254,2025-04-26 19:41:17.129755,2025-04-26 20:01:42.129755,602,8286,0
247.86.41.199,2.26.193.60,50627,27225,FIN,TCP,TLS 1.2,MX,HEAD,Destination Unreachable,44935 55547,240,2025-04-26 19:04:11.129755,2025-04-26 19:26:28.129755,295,3478,0
206.231.71.31,115.105.203.116,3389,52680,SYN,UDP,TLS 1.0,AAAA,GET,Echo Reply,44399 47604,241,2025-04-26 19:48:33.129755,2025-04-26 20:27:17.129755,792,1687,1
97.60.88.118,37.8.244.31,7707,41435,RST,UDP,TLS 1.0,AAAA,GET,Destination Unreachable,3708 56227,159,2025-04-26 19:03:20.129755,2025-04-26 19:08:18.144905,658,9341,0
5.96.68.125,12.148.58.104,58507,47286,URG,UDP,TLS 1.2,TXT,DELETE,Echo Reply,26939 24311,32,2025-04-26 19:16:05.129755,2025-04-26 19:34:06.144905,873,8039,0
75.229.99.174,77.193.15.83,54569,50257,RST,ICMP,TLS 1.0,AAAA,DELETE,Echo Reply,26492 33231,29,2025-04-26 19:26:30.129755,2025-04-26 19:41:00.144905,851,3714,0
241.50.26.111,73.21.120.242,40382,56453,ACK,UDP,TLS 1.0,TXT,GET,Destination Unreachable,5755 4980,216,2025-04-26 19:25:44.129755,2025-04-26 19:47:19.129755,13,8303,0
250.113.193.10,174.111.112.133,47624,63357,RST,UDP,TLS 1.3,AAAA,DELETE,Echo Reply,59681 19089,44,2025-04-26 19:46:31.129755,2025-04-26 20:31:56.129755,902,2826,0
130.109.188.143,47.162.115.94,22,23336,FIN,ICMP,TLS 1.1,TXT,DELETE,Destination Unreachable,24748 27699,8,2025-04-26 19:26:29.129755,2025-04-26 19:32:19.144905,1359,6978,1
61.143.199.184,204.243.40.2,30610,63302,ACK,ICMP,TLS 1.1,MX,POST,Destination Unreachable,20842 1042,46,2025-04-26 19:50:19.129755,2025-04-26 20:04:33.129755,927,3466,0
121.243.8.105,181.153.127.127,50972,4406,ACK,TCP,TLS 1.2,CNAME,POST,Echo Reply,47031 22547,206,2025-04-26 19:46:57.129755,2025-04-26 20:31:17.129755,550,4330,0
197.125.195.173,226.225.150.180,56987,4102,PSH,ICMP,TLS 1.2,AAAA,DELETE,Echo Reply,10071 9604,214,2025-04-26 19:08:13.129755,2025-04-26 19:22:57.144905,575,1977,0
210.158.102.237,6.210.203.136,54041,35953,URG,ICMP,TLS 1.0,TXT,DELETE,Echo Reply,27244 57283,161,2025-04-26 19:24:46.129755,2025-04-26 19:52:04.144905,42,8774,0
240.218.192.38,126.113.190.221,21467,25773,SYN,ICMP,TLS 1.0,CNAME,HEAD,Echo Request,55153 46731,170,2025-04-26 19:38:39.129755,2025-04-26 19:44:25.144905,19,12939,1
143.68.114.58,196.122.194.192,10655,15893,RST,ICMP,TLS 1.3,MX,DELETE,Echo Request,32766 28491,130,2025-04-26 19:45:49.129755,2025-04-26 20:36:37.129755,525,6467,0
218.177.196.6,207.101.23.87,56069,62681,PSH,TCP,TLS 1.1,A,DELETE,Echo Reply,42583 1193,168,2025-04-26 19:06:40.129755,2025-04-26 19:46:27.129755,58,3184,0
26.94.236.204,215.196.42.20,443,16234,ACK,UDP,TLS 1.3,AAAA,DELETE,Echo Request,39539 16640,215,2025-04-26 19:17:14.129755,2025-04-26 20:17:01.129755,195,4339,1
98.170.60.149,205.255.171.100,26717,27536,RST,ICMP,TLS 1.2,A,POST,Echo Request,24666 22053,130,2025-04-26 19:05:12.129755,2025-04-26 19:20:59.144905,369,4712,0
153.152.8.70,158.26.58.79,4089,1673,PSH,ICMP,TLS 1.0,AAAA,HEAD,Echo Request,10427 14205,165,2025-04-26 19:45:52.129755,2025-04-26 19:53:13.144905,26,6653,0
100.252.152.230,166.253.201.20,14350,5538,PSH,TCP,TLS 1.2,MX,POST,Echo Request,42802 46428,34,2025-04-26 19:10:46.129755,2025-04-26 19:36:52.144905,490,8453,0
20.67.49.91,54.79.162.191,33445,59008,PSH,UDP,TLS 1.3,TXT,PUT,Echo Reply,40940 41432,241,2025-04-26 19:43:41.129755,2025-04-26 20:22:46.129755,704,7720,0
132.21.117.196,63.126.230.107,10144,17649,PSH,TCP,TLS 1.0,AAAA,GET,Echo Reply,57831 12130,233,2025-04-26 19:21:45.129755,2025-04-26 19:50:38.144905,829,2433,0
90.167.169.47,211.142.156.42,64788,43107,SYN,ICMP,TLS 1.0,AAAA,DELETE,Echo Request,64438 9620,145,2025-04-26 19:33:27.129755,2025-04-26 20:26:39.129755,890,9356,0
203.94.159.73,211.248.110.177,60824,9638,SYN,TCP,TLS 1.1,MX,HEAD,Echo Reply,50299 56037,150,2025-04-26 19:08:30.129755,2025-04-26 19:35:00.129755,360,9603,0
109.45.10.228,183.124.154.21,22,20850,FIN,TCP,TLS 1.3,TXT,DELETE,Echo Reply,26810 48855,194,2025-04-26 19:19:12.129755,2025-04-26 19:25:28.129755,5823,1098,1
41.59.189.197,88.94.230.215,964,45780,SYN,UDP,TLS 1.1,AAAA,GET,Destination Unreachable,30014 46023,239,2025-04-26 19:52:56.129755,2025-04-26 20:20:07.129755,217,9999,0
89.87.170.184,11.214.183.59,16896,43698,URG,ICMP,TLS 1.1,A,DELETE,Destination Unreachable,62343 44334,50,2025-04-26 19:01:36.129755,2025-04-26 19:08:50.144905,966,7467,0
35.164.93.21,193.162.195.78,49790,48731,FIN,ICMP,TLS 1.0,MX,GET,Echo Request,13429 21466,104,2025-04-26 19:51:16.129755,2025-04-26 20:04:36.129755,411,6717,0
156.212.94.166,142.192.119.208,16715,52307,URG,TCP,TLS 1.1,TXT,POST,Echo Request,25171 63760,149,2025-04-26 19:11:22.129755,2025-04-26 19:18:47.144905,901,9540,0
78.83.142.27,157.201.204.80,23508,28201,ACK,ICMP,TLS 1.1,TXT,DELETE,Echo Request,3413 43914,234,2025-04-26 19:26:01.129755,2025-04-26 19:47:43.144905,828,1323,0
26.188.35.84,25.66.6.39,62790,10167,URG,TCP,TLS 1.2,MX,HEAD,Echo Reply,61369 15815,234,2025-04-26 19:05:05.129755,2025-04-26 19:46:07.144905,217,2179,0
220.205.122.15,104.209.100.84,15549,6282,URG,TCP,TLS 1.0,MX,HEAD,Echo Request,35829 52712,66,2025-04-26 19:54:02.129755,2025-04-26 20:22:13.129755,64,2057,0
37.33.63.141,244.47.125.176,9829,24556,PSH,UDP,TLS 1.1,A,GET,Destination Unreachable,9933 19934,152,2025-04-26 19:18:23.129755,2025-04-26 19:36:52.129755,989,8244,0
216.68.156.23,29.145.104.74,59980,12155,PSH,UDP,TLS 1.2,A,PUT,Echo Request,17377 36569,187,2025-04-26 19:51:19.129755,2025-04-26 20:40:27.129755,538,2361,0
65.253.191.64,135.211.155.14,25907,62613,URG,TCP,TLS 1.2,AAAA,DELETE,Echo Request,49445 52772,198,2025-04-26 19:33:31.129755,2025-04-26 19:45:14.144905,634,4650,0
12.188.155.206,250.178.213.129,3389,61947,SYN,TCP,TLS 1.1,CNAME,GET,Destination Unreachable,8441 18880,219,2025-04-26 19:26:05.129755,2025-04-26 19:44:11.144905,636,38383,1
186.206.73.55,137.100.44.102,37703,12956,URG,TCP,TLS 1.1,MX,GET,Destination Unreachable,5834 19403,7,2025-04-26 19:17:18.129755,2025-04-26 19:25:25.144905,145,9107,0
18.211.50.190,224.183.203.68,443,22,ACK,TCP,TLS 1.2,A,DELETE,Echo Reply,58154 3115,246,2025-04-26 19:10:32.129755,2025-04-26 20:00:33.129755,4447,9183,1
181.44.208.136,116.252.196.134,758,6229,PSH,TCP,TLS 1.0,A,DELETE,Echo Reply,41715 5008,97,2025-04-26 19:33:57.129755,2025-04-26 20:20:26.129755,20,2829,0
192.57.244.154,190.23.31.109,28264,39562,FIN,ICMP,TLS 1.2,A,HEAD,Destination Unreachable,22291 29665,38,2025-04-26 19:06:37.129755,2025-04-26 19:40:08.144905,976,8837,0
101.41.150.112,248.78.94.71,29193,47135,SYN,TCP,TLS 1.0,TXT,GET,Destination Unreachable,2520 45201,6,2025-04-26 18:59:51.129755,2025-04-26 19:08:58.144905,114,2527,0
5.207.221.25,84.52.124.47,53412,53666,RST,UDP,TLS 1.2,MX,PUT,Echo Request,12289 56603,49,2025-04-26 19:52:45.129755,2025-04-26 20:05:18.129755,58,5920,0
55.87.190.98,36.234.12.154,15224,10646,FIN,ICMP,TLS 1.2,A,POST,Destination Unreachable,16451 41473,176,2025-04-26 19:43:59.129755,2025-04-26 19:46:44.129755,372,3161,0
214.177.173.228,175.213.177.179,16299,8080,SYN,TCP,TLS 1.3,A,GET,Echo Reply,48003 45983,92,2025-04-26 19:50:30.129755,2025-04-26 20:44:11.129755,206,61621,1
249.78.4.31,72.168.149.181,14869,55027,PSH,TCP,TLS 1.3,AAAA,PUT,Echo Request,8282 7337,25,2025-04-26 19:37:27.129755,2025-04-26 19:38:11.144905,472,289,0
33.94.173.124,86.249.3.21,24748,4369,ACK,ICMP,TLS 1.3,MX,HEAD,Destination Unreachable,750 37778,37,2025-04-26 19:09:05.129755,2025-04-26 19:12:55.144905,625,860,0
45.51.161.62,255.24.97.86,8080,22,PSH,TCP,TLS 1.0,CNAME,PUT,Echo Reply,61314 46474,132,2025-04-26 19:42:51.129755,2025-04-26 20:01:21.129755,500,65175,1
53.188.237.195,188.105.98.62,63258,7394,RST,TCP,TLS 1.1,TXT,HEAD,Destination Unreachable,61642 63965,35,2025-04-26 19:22:17.129755,2025-04-26 19:44:40.129755,991,9043,0
243.156.116.7,228.230.37.191,27869,12033,SYN,TCP,TLS 1.1,MX,DELETE,Destination Unreachable,27546 43882,187,2025-04-26 19:11:39.129755,2025-04-26 19:22:23.144905,565,1124,0
85.94.24.163,237.98.182.143,7655,36821,SYN,TCP,TLS 1.3,TXT,HEAD,Echo Request,64980 1533,77,2025-04-26 19:00:39.129755,2025-04-26 19:14:18.144905,4,1773,0
134.27.86.212,229.124.96.202,49274,32704,PSH,ICMP,TLS 1.0,TXT,DELETE,Destination Unreachable,42787 14077,55,2025-04-26 19:09:08.129755,2025-04-26 19:32:59.144905,354,4602,0
233.79.42.17,27.241.66.214,4810,50961,PSH,TCP,TLS 1.2,A,PUT,Destination Unreachable,59808 9631,249,2025-04-26 19:11:56.129755,2025-04-26 19:54:16.144905,845,485,0
97.204.72.102,116.4.15.195,63676,64884,PSH,UDP,TLS 1.1,CNAME,GET,Echo Reply,28860 30253,149,2025-04-26 19:03:48.129755,2025-04-26 19:08:20.144905,601,3682,0
145.94.136.14,186.176.252.121,34123,20055,FIN,TCP,TLS 1.2,A,DELETE,Echo Request,62732 58357,181,2025-04-26 19:47:40.129755,2025-04-26 20:43:05.129755,60,9716,0
248.40.56.77,224.186.192.8,30873,32027,RST,TCP,TLS 1.0,MX,HEAD,Echo Reply,43970 7047,186,2025-04-26 19:10:39.129755,2025-04-26 19:36:21.144905,803,1493,0
168.70.64.4,32.226.33.14,10305,59104,URG,UDP,TLS 1.1,CNAME,HEAD,Echo Reply,6778 6524,175,2025-04-26 18:55:48.129755,2025-04-26 19:38:32.144905,203,8803,0
242.85.25.168,3.29.233.213,56442,51017,PSH,ICMP,TLS 1.0,MX,PUT,Echo Reply,37520 36507,44,2025-04-26 19:01:39.129755,2025-04-26 19:03:05.144905,387,4065,0
28.173.1.209,171.6.206.215,19350,14494,SYN,UDP,TLS 1.2,CNAME,HEAD,Destination Unreachable,16938 33051,28,2025-04-26 19:11:36.129755,2025-04-26 19:29:22.144905,600,2101,0
12.79.128.46,100.121.1.129,11794,80,RST,ICMP,TLS 1.2,A,POST,Echo Request,58640 27527,219,2025-04-26 19:34:57.129755,2025-04-26 20:30:27.129755,467,2159,1
221.95.227.22,108.126.2.22,6097,6540,ACK,UDP,TLS 1.0,MX,HEAD,Echo Request,4277 15174,66,2025-04-26 18:59:47.129755,2025-04-26 19:30:07.144905,748,2978,0
117.41.130.61,37.216.45.14,8080,3389,RST,TCP,TLS 1.2,TXT,POST,Echo Request,25333 53164,48,2025-04-26 19:20:15.129755,2025-04-26 19:46:53.144905,3182,90072,1
30.192.46.29,45.127.245.155,26225,32876,ACK,ICMP,TLS 1.2,TXT,DELETE,Echo Request,337 15627,226,2025-04-26 19:28:49.129755,2025-04-26 19:59:29.129755,261,1492,0
202.192.252.92,140.226.184.59,47915,21088,ACK,UDP,TLS 1.2,MX,POST,Destination Unreachable,2995 55708,40,2025-04-26 18:54:47.129755,2025-04-26 18:56:03.144905,738,2575,0
245.73.9.166,219.66.116.40,44587,12532,PSH,ICMP,TLS 1.1,AAAA,PUT,Echo Reply,63295 8620,64,2025-04-26 19:12:48.129755,2025-04-26 19:48:44.144905,147,870,0
249.37.66.139,195.195.56.47,38382,17218,FIN,UDP,TLS 1.3,AAAA,HEAD,Echo Request,49280 19278,105,2025-04-26 19:06:45.129755,2025-04-26 19:26:12.144905,468,6490,0
219.206.194.107,209.199.31.20,49251,31231,PSH,ICMP,TLS 1.2,AAAA,HEAD,Destination Unreachable,39264 23984,163,2025-04-26 19:40:24.129755,2025-04-26 20:06:06.129755,69,821,0
208.111.168.74,235.215.28.161,12275,60826,ACK,ICMP,TLS 1.1,AAAA,DELETE,Destination Unreachable,50017 19465,24,2025-04-26 19:01:36.129755,2025-04-26 19:13:48.144905,233,8120,0
27.173.151.47,69.108.121.86,42473,46250,ACK,ICMP,TLS 1.2,TXT,DELETE,Echo Reply,45708 54301,18,2025-04-26 18:57:20.129755,2025-04-26 19:01:48.144905,409,7914,0
38.251.53.166,125.173.238.29,8145,23435,FIN,ICMP,TLS 1.3,A,PUT,Destination Unreachable,13930 47884,166,2025-04-26 19:35:50.129755,2025-04-26 19:47:15.129755,276,2556,0
173.155.183.178,240.123.68.232,41911,6318,RST,ICMP,TLS 1.1,MX,DELETE,Echo Reply,47643 23124,112,2025-04-26 19:39:49.129755,2025-04-26 20:07:14.129755,312,6290,0
135.243.97.89,184.215.45.1,41334,37671,URG,ICMP,TLS 1.0,A,PUT,Echo Request,6575 30304,230,2025-04-26 19:35:04.129755,2025-04-26 19:39:40.144905,446,2332,0
93.152.54.231,10.213.175.31,17370,26776,PSH,UDP,TLS 1.2,AAAA,PUT,Destination Unreachable,846 10241,169,2025-04-26 18:56:56.129755,2025-04-26 19:36:38.144905,80,5770,0
64.249.77.243,19.16.213.194,7476,8364,FIN,TCP,TLS 1.0,AAAA,DELETE,Echo Request,7344 31880,102,2025-04-26 19:06:22.129755,2025-04-26 19:50:12.144905,764,6456,0
139.229.52.172,137.198.148.41,34115,4659,SYN,UDP,TLS 1.2,AAAA,POST,Echo Reply,36993 28908,245,2025-04-26 19:03:33.129755,2025-04-26 19:15:33.129755,586,1311,0
114.199.7.40,115.120.15.79,26422,4415,RST,UDP,TLS 1.1,CNAME,DELETE,Echo Reply,36001 62770,174,2025-04-26 19:36:14.129755,2025-04-26 19:44:39.144905,854,1820,0
146.36.5.252,84.203.202.149,50758,49704,ACK,TCP,TLS 1.3,MX,PUT,Echo Reply,42294 64212,46,2025-04-26 19:50:58.129755,2025-04-26 20:46:31.129755,192,1276,0
120.115.110.208,221.130.204.119,17439,43392,SYN,TCP,TLS 1.1,A,DELETE,Echo Request,31941 28061,129,2025-04-26 18:55:55.129755,2025-04-26 19:09:26.144905,482,6070,0
174.11.41.43,118.208.3.86,22,61081,RST,UDP,TLS 1.1,A,POST,Echo Reply,24212 10707,159,2025-04-26 19:15:30.129755,2025-04-26 19:38:17.144905,4548,8778,1
137.48.176.65,84.67.34.14,935,60811,SYN,TCP,TLS 1.2,A,HEAD,Echo Reply,12769 44041,217,2025-04-26 19:53:51.129755,2025-04-26 20:47:50.129755,925,7384,0
176.83.50.52,164.153.71.237,61257,34362,FIN,TCP,TLS 1.0,AAAA,POST,Echo Request,32833 14072,240,2025-04-26 19:14:53.129755,2025-04-26 19:52:42.144905,748,5060,0
89.241.128.22,151.131.212.58,54758,59394,SYN,ICMP,TLS 1.0,AAAA,DELETE,Destination Unreachable,17355 36554,18,2025-04-26 19:01:05.129755,2025-04-26 19:07:55.144905,168,2432,0
207.40.245.31,21.44.206.245,38699,21930,URG,UDP,TLS 1.1,AAAA,POST,Echo Request,51291 42331,244,2025-04-26 19:36:59.129755,2025-04-26 19:55:15.129755,671,2128,0
72.137.186.57,213.68.131.137,17583,8000,ACK,TCP,TLS 1.3,AAAA,POST,Echo Reply,62877 2324,117,2025-04-26 19:22:48.129755,2025-04-26 19:47:05.144905,725,2816,0
184.133.108.196,133.223.176.152,3389,2936,FIN,TCP,TLS 1.2,A,GET,Echo Request,38200 17116,57,2025-04-26 18:57:32.129755,2025-04-26 19:34:41.144905,1213,49971,1
192.226.182.219,1.255.134.17,52507,52484,SYN,TCP,TLS 1.1,CNAME,HEAD,Echo Request,52446 2098,90,2025-04-26 19:21:43.129755,2025-04-26 20:18:31.129755,55,7522,0
53.163.65.116,235.49.44.218,41762,102,PSH,UDP,TLS 1.1,MX,PUT,Destination Unreachable,29273 6524,96,2025-04-26 19:50:22.129755,2025-04-26 20:10:20.129755,721,4749,0
223.97.249.76,28.160.52.165,32276,49061,SYN,ICMP,TLS 1.1,AAAA,POST,Echo Reply,38800 61158,56,2025-04-26 19:26:52.129755,2025-04-26 19:53:30.129755,21,4500,0
132.221.48.70,40.195.236.214,32146,32533,URG,TCP,TLS 1.0,TXT,DELETE,Destination Unreachable,39662 33692,38,2025-04-26 19:40:31.129755,2025-04-26 20:23:32.129755,161,8355,0
87.129.107.152,41.134.253.228,31339,58712,SYN,UDP,TLS 1.1,CNAME,DELETE,Echo Request,47362 52990,61,2025-04-26 19:48:33.129755,2025-04-26 19:54:10.144905,535,399,0
132.146.217.59,201.90.2.229,49704,41810,RST,TCP,TLS 1.3,AAAA,PUT,Echo Reply,23153 20019,136,2025-04-26 19:14:37.129755,2025-04-26 19:20:04.144905,812,7306,0
150.114.163.25,1.227.196.59,62134,80,SYN,UDP,TLS 1.3,AAAA,PUT,Echo Reply,32622 36854,228,2025-04-26 19:13:27.129755,2025-04-26 19:55:12.129755,82,8741,1
186.116.121.32,244.1.222.172,17877,42225,RST,TCP,TLS 1.0,AAAA,HEAD,Echo Reply,607 15406,93,2025-04-26 19:45:55.129755,2025-04-26 19:56:39.129755,446,5992,0
116.188.23.88,156.58.175.77,53419,11481,PSH,TCP,TLS 1.1,MX,DELETE,Echo Reply,52466 34892,95,2025-04-26 19:36:18.129755,2025-04-26 20:10:37.129755,86,4634,0
56.170.178.197,34.247.212.39,51236,22,RST,UDP,TLS 1.0,TXT,HEAD,Echo Reply,22696 43364,104,2025-04-26 19:13:15.129755,2025-04-26 19:33:50.129755,424,45754,1
133.206.231.11,88.23.101.203,58975,11575,PSH,UDP,TLS 1.3,CNAME,POST,Echo Reply,29374 34269,51,2025-04-26 19:28:31.129755,2025-04-26 19:30:54.129755,655,4198,0
75.254.151.103,173.8.53.5,23780,57865,URG,UDP,TLS 1.3,MX,PUT,Echo Reply,58277 59070,40,2025-04-26 19:52:11.129755,2025-04-26 20:23:03.129755,134,6550,0
158.137.222.3,58.245.204.43,28030,31857,FIN,UDP,TLS 1.3,CNAME,HEAD,Echo Request,28652 60823,5,2025-04-26 19:29:32.129755,2025-04-26 19:56:08.129755,756,380,0
213.165.135.81,58.136.221.205,55426,22526,URG,ICMP,TLS 1.0,CNAME,PUT,Echo Reply,3072 31341,19,2025-04-26 19:30:22.129755,2025-04-26 20:11:21.129755,6883,5877,1
211.145.6.248,242.198.117.183,35658,28517,URG,UDP,TLS 1.0,AAAA,POST,Echo Reply,42620 30898,161,2025-04-26 19:11:09.129755,2025-04-26 19:26:14.144905,22,6736,0
90.127.56.41,180.13.131.12,45964,18852,FIN,UDP,TLS 1.1,A,HEAD,Destination Unreachable,37887 4480,183,2025-04-26 19:43:28.129755,2025-04-26 19:50:06.129755,226,342,0
223.53.102.135,226.78.243.58,28467,59037,FIN,UDP,TLS 1.3,MX,HEAD,Echo Request,47991 8905,69,2025-04-26 19:17:00.129755,2025-04-26 20:01:46.129755,937,8228,0
20.238.70.157,13.148.35.17,27325,53508,URG,UDP,TLS 1.3,AAAA,POST,Echo Reply,19086 28526,100,2025-04-26 19:42:43.129755,2025-04-26 19:55:58.129755,326,4556,0
112.193.62.62,65.200.212.20,874,49692,URG,ICMP,TLS 1.3,MX,DELETE,Echo Reply,3460 11425,160,2025-04-26 19:48:33.129755,2025-04-26 19:56:29.129755,23,6145,0
74.94.141.196,165.202.10.203,3449,31351,URG,ICMP,TLS 1.0,A,POST,Echo Request,42023 11608,232,2025-04-26 19:26:40.129755,2025-04-26 19:49:40.144905,61,5327,0
22.171.36.90,114.58.13.51,57845,51671,PSH,UDP,TLS 1.2,AAAA,GET,Destination Unreachable,34493 19585,190,2025-04-26 19:45:56.129755,2025-04-26 19:51:24.144905,789,5874,0
251.77.219.53,50.51.161.177,8553,41188,ACK,TCP,TLS 1.1,CNAME,HEAD,Echo Request,30721 55438,243,2025-04-26 19:17:00.129755,2025-04-26 19:37:15.144905,735,2647,0
232.244.115.28,38.160.20.46,12587,48461,PSH,ICMP,TLS 1.3,AAAA,DELETE,Echo Request,14469 6491,58,2025-04-26 19:39:29.129755,2025-04-26 20:18:27.129755,645,34641,1
163.1.228.229,118.91.15.101,5612,31283,URG,TCP,TLS 1.1,CNAME,POST,Echo Request,23500 17660,128,2025-04-26 18:55:17.129755,2025-04-26 19:17:53.144905,728,840,0
211.86.80.17,31.255.176.113,38714,31333,PSH,TCP,TLS 1.1,A,GET,Destination Unreachable,20871 3322,114,2025-04-26 19:02:10.129755,2025-04-26 19:26:32.144905,349,6612,0
176.41.95.238,153.78.180.134,50823,31474,PSH,ICMP,TLS 1.1,TXT,POST,Echo Request,53550 50925,100,2025-04-26 19:30:18.129755,2025-04-26 20:02:49.129755,622,1401,0
50.95.8.218,215.49.119.192,2253,37233,FIN,UDP,TLS 1.0,AAAA,HEAD,Destination Unreachable,12687 27834,194,2025-04-26 18:58:20.129755,2025-04-26 19:35:51.144905,354,2277,1
134.184.158.57,97.190.81.51,50379,58524,FIN,UDP,TLS 1.1,CNAME,HEAD,Echo Reply,541 40779,156,2025-04-26 18:58:10.129755,2025-04-26 19:32:40.144905,887,6192,0
117.191.219.231,89.78.56.179,37136,46952,ACK,ICMP,TLS 1.3,MX,DELETE,Destination Unreachable,50503 54590,78,2025-04-26 19:29:26.129755,2025-04-26 19:52:39.144905,3,9415,0
26.151.96.53,134.47.113.248,24259,443,FIN,TCP,TLS 1.2,TXT,DELETE,Echo Request,33661 30815,209,2025-04-26 19:48:19.129755,2025-04-26 20:03:22.129755,544,47883,1
179.243.159.8,155.163.11.237,31847,11642,RST,UDP,TLS 1.3,AAAA,HEAD,Destination Unreachable,4625 28102,242,2025-04-26 19:22:26.129755,2025-04-26 19:40:47.144905,151,5826,0
223.95.175.79,76.64.223.133,57190,3923,FIN,TCP,TLS 1.2,MX,GET,Destination Unreachable,28267 47911,136,2025-04-26 19:03:34.129755,2025-04-26 19:09:03.129755,478,8170,0
130.4.241.66,201.102.6.155,62655,32012,URG,TCP,TLS 1.0,A,GET,Destination Unreachable,12896 32747,200,2025-04-26 19:21:12.129755,2025-04-26 19:38:34.129755,605,6114,0
59.102.40.202,30.246.102.238,3389,80,FIN,TCP,TLS 1.1,AAAA,PUT,Destination Unreachable,23370 42192,23,2025-04-26 18:55:53.129755,2025-04-26 19:13:58.144905,6942,5728,1
233.17.29.166,38.143.172.123,14605,39916,PSH,ICMP,TLS 1.3,TXT,DELETE,Echo Reply,38390 35501,180,2025-04-26 19:50:34.129755,2025-04-26 19:50:40.129755,226,7576,0
65.213.167.148,242.161.139.196,11278,2175,FIN,ICMP,TLS 1.2,MX,DELETE,Echo Reply,39510 10481,12,2025-04-26 19:52:08.129755,2025-04-26 19:54:34.144905,63,8666,0
119.163.65.72,22.87.188.139,43363,24547,URG,UDP,TLS 1.2,CNAME,GET,Destination Unreachable,26257 48403,240,2025-04-26 19:09:29.129755,2025-04-26 19:31:33.144905,6322,415,1
237.105.139.19,97.2.148.179,3389,443,SYN,ICMP,TLS 1.0,CNAME,DELETE,Echo Request,38161 62072,141,2025-04-26 19:53:31.129755,2025-04-26 20:33:23.129755,7784,87125,1
198.229.140.120,184.54.76.162,21773,22,RST,TCP,TLS 1.3,A,PUT,Destination Unreachable,46509 29120,42,2025-04-26 19:02:24.129755,2025-04-26 19:42:29.144905,668,97127,1
222.152.201.131,153.55.26.78,28596,40513,ACK,ICMP,TLS 1.2,AAAA,GET,Destination Unreachable,55166 59951,79,2025-04-26 19:06:49.129755,2025-04-26 19:09:44.144905,251,5019,0
10.2.137.91,230.9.221.68,53876,9023,ACK,ICMP,TLS 1.0,AAAA,POST,Destination Unreachable,51019 46778,156,2025-04-26 19:49:33.129755,2025-04-26 20:45:57.129755,933,9742,0
43.218.96.65,96.60.141.117,32356,36009,URG,UDP,TLS 1.0,CNAME,DELETE,Echo Request,10522 19588,117,2025-04-26 19:54:13.129755,2025-04-26 20:51:10.129755,781,675,0
91.45.48.165,201.158.241.37,62863,42,URG,TCP,TLS 1.3,AAAA,PUT,Destination Unreachable,29317 36332,197,2025-04-26 19:37:19.129755,2025-04-26 20:13:27.129755,126,9044,0
63.143.205.223,209.217.169.50,27848,956,SYN,TCP,TLS 1.3,MX,POST,Destination Unreachable,8256 15425,213,2025-04-26 19:51:05.129755,2025-04-26 20:13:03.129755,462,3881,0
200.188.134.101,51.190.248.38,15072,37748,RST,UDP,TLS 1.0,A,DELETE,Echo Reply,8522 31284,121,2025-04-26 19:39:33.129755,2025-04-26 19:49:13.129755,484,5454,0
236.71.72.148,158.236.97.13,228,36096,SYN,UDP,TLS 1.1,A,PUT,Echo Request,61549 54910,137,2025-04-26 19:13:36.129755,2025-04-26 19:48:42.144905,853,6106,0
5.2.77.167,254.166.138.229,42350,64745,PSH,TCP,TLS 1.3,TXT,DELETE,Destination Unreachable,57730 61095,72,2025-04-26 19:00:40.129755,2025-04-26 19:08:20.144905,475,6397,0
119.136.205.6,234.174.42.64,47832,60756,URG,TCP,TLS 1.2,MX,GET,Echo Reply,25067 2862,163,2025-04-26 18:58:11.129755,2025-04-26 19:16:28.144905,371,2106,0
45.144.98.251,100.130.106.154,38001,3231,FIN,UDP,TLS 1.1,AAAA,POST,Echo Request,38990 30086,249,2025-04-26 19:44:59.129755,2025-04-26 20:03:26.129755,855,4305,0
